latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
8.54511,80.56976,330.72,0.41,0.37,2026-08-26,801,N,VIIRS,n,2.0NRT,293.93,4.23,D
8.66969,80.53839,341.19,0.41,0.37,2026-08-26,801,N,VIIRS,l,2.0NRT,299.17,11.4,D
8.69024,80.84766,336.1,0.4,0.37,2026-08-26,801,N,VIIRS,l,2.0NRT,298.49,4.04,D
8.77482,80.87483,340.62,0.4,0.37,2026-08-26,801,N,VIIRS,l,2.0NRT,296.31,6.12,D
8.87628,80.67516,349.07,0.4,0.37,2026-08-26,801,N,VIIRS,l,2.0NRT,295.63,21.83,D
8.99618,80.83887,341.16,0.4,0.37,2026-08-26,801,N,VIIRS,l,2.0NRT,300.2,7.74,D
9.00604,80.68044,342.47,0.4,0.37,2026-08-26,801,N,VIIRS,n,2.0NRT,296.42,7.86,D
9.04064,80.67525,336.15,0.4,0.37,2026-08-26,801,N,VIIRS,n,2.0NRT,297.39,4.64,D
9.07845,80.47284,330.08,0.41,0.37,2026-08-26,801,N,VIIRS,l,2.0NRT,293.53,1.79,D
9.15012,80.21935,335.19,0.42,0.37,2026-08-26,801,N,VIIRS,l,2.0NRT,296.34,6.6,D
9.34108,80.16885,334.89,0.42,0.37,2026-08-26,801,N,VIIRS,l,2.0NRT,299.04,4.26,D
9.38904,78.88414,334.56,0.47,0.4,2026-08-26,801,N,VIIRS,l,2.0NRT,299.26,5.44,D
9.38948,78.88505,336.31,0.47,0.4,2026-08-26,801,N,VIIRS,l,2.0NRT,299.69,6.1,D
9.6447,79.92132,332.66,0.42,0.38,2026-08-26,801,N,VIIRS,l,2.0NRT,297.66,4.9,D
9.80408,78.17467,337.02,0.5,0.41,2026-08-26,801,N,VIIRS,n,2.0NRT,296.81,4.0,D
9.90823,78.08034,333.85,0.51,0.41,2026-08-26,801,N,VIIRS,n,2.0NRT,295.48,5.5,D
9.90871,78.08326,333.9,0.51,0.41,2026-08-26,801,N,VIIRS,n,2.0NRT,295.44,5.83,D
10.05334,77.95324,348.01,0.51,0.41,2026-08-26,801,N,VIIRS,n,2.0NRT,296.96,10.17,D
12.13064,79.65323,333.44,0.41,0.37,2026-08-26,801,N,VIIRS,l,2.0NRT,306.63,24.35,D
13.84194,79.25305,330.21,0.41,0.37,2026-08-26,803,N,VIIRS,l,2.0NRT,296.56,5.29,D
14.2594,80.11615,332.94,0.39,0.36,2026-08-26,803,N,VIIRS,l,2.0NRT,301.84,5.44,D
14.25997,80.11976,330.87,0.39,0.36,2026-08-26,803,N,VIIRS,l,2.0NRT,302.06,9.65,D
15.17995,76.68201,334.96,0.51,0.41,2026-08-26,803,N,VIIRS,n,2.0NRT,296.78,3.33,D
15.90841,79.10486,332.68,0.4,0.37,2026-08-26,803,N,VIIRS,l,2.0NRT,300.64,3.57,D
16.40065,79.36692,335.87,0.39,0.36,2026-08-26,803,N,VIIRS,n,2.0NRT,297.3,4.44,D
17.95717,80.79728,333.75,0.39,0.36,2026-08-26,803,N,VIIRS,n,2.0NRT,296.44,3.39,D
18.54734,74.17914,332.83,0.42,0.45,2026-08-26,803,N,VIIRS,n,2.0NRT,294.44,5.43,D
21.10126,72.63638,355.87,0.47,0.48,2026-08-26,805,N,VIIRS,n,2.0NRT,294.3,11.1,D
21.10306,72.64542,336.67,0.47,0.48,2026-08-26,805,N,VIIRS,n,2.0NRT,293.41,4.7,D
21.74366,83.84032,332.06,0.53,0.42,2026-08-26,805,N,VIIRS,n,2.0NRT,291.1,5.71,D
21.74819,83.84499,338.5,0.53,0.42,2026-08-26,805,N,VIIRS,n,2.0NRT,294.05,5.71,D
21.75594,83.84392,339.67,0.53,0.42,2026-08-26,805,N,VIIRS,n,2.0NRT,293.25,10.06,D
22.35679,82.30565,330.32,0.45,0.39,2026-08-26,805,N,VIIRS,n,2.0NRT,295.09,5.19,D
25.21213,68.3015,334.66,0.36,0.57,2026-08-26,805,N,VIIRS,n,2.0NRT,299.45,2.42,D
26.53106,68.25273,331.86,0.34,0.56,2026-08-26,807,N,VIIRS,l,2.0NRT,303.06,1.97,D
28.51536,68.00385,338.07,0.32,0.55,2026-08-26,807,N,VIIRS,n,2.0NRT,301.92,1.93,D
28.51605,68.00181,336.73,0.32,0.55,2026-08-26,807,N,VIIRS,n,2.0NRT,301.55,1.59,D
30.37163,73.89048,336.49,0.44,0.38,2026-08-26,807,N,VIIRS,n,2.0NRT,302.65,4.25,D
30.37266,73.89281,332.4,0.44,0.38,2026-08-26,807,N,VIIRS,l,2.0NRT,302.55,4.26,D
31.608,74.33546,330.73,0.41,0.37,2026-08-26,807,N,VIIRS,l,2.0NRT,304.78,3.2,D
32.5758,72.56439,333.08,0.46,0.39,2026-08-26,807,N,VIIRS,l,2.0NRT,305.2,4.02,D
33.57693,74.22216,330.71,0.4,0.37,2026-08-26,807,N,VIIRS,n,2.0NRT,299.53,2.99,D
30.06765,96.97842,305.39,0.33,0.55,2026-08-26,1849,N,VIIRS,n,2.0NRT,286.67,1.22,N
22.47516,91.73235,303.45,0.58,0.7,2026-08-26,1851,N,VIIRS,n,2.0NRT,282.54,3.27,N
24.92307,92.52792,297.19,0.55,0.68,2026-08-26,1851,N,VIIRS,n,2.0NRT,284.62,4.53,N
35.96835,68.68652,304.54,0.55,0.68,2026-08-26,2029,N,VIIRS,n,2.0NRT,292.26,1.57,N
35.97722,79.17194,296.85,0.46,0.39,2026-08-26,2029,N,VIIRS,n,2.0NRT,274.87,0.62,N
29.39776,70.99824,307.06,0.35,0.57,2026-08-26,2032,N,VIIRS,n,2.0NRT,296.18,0.46,N
29.92137,74.95252,298.99,0.42,0.45,2026-08-26,2032,N,VIIRS,n,2.0NRT,282.32,0.96,N
32.29348,70.72976,309.52,0.39,0.59,2026-08-26,2032,N,VIIRS,n,2.0NRT,294.09,2.39,N
32.57602,72.56142,308.57,0.62,0.54,2026-08-26,2032,N,VIIRS,n,2.0NRT,297.06,4.27,N
32.88788,71.61542,314.24,0.35,0.57,2026-08-26,2032,N,VIIRS,n,2.0NRT,297.12,1.4,N
33.29676,71.18489,312.33,0.38,0.58,2026-08-26,2032,N,VIIRS,n,2.0NRT,293.68,1.05,N
33.40617,71.93729,314.78,0.34,0.56,2026-08-26,2032,N,VIIRS,n,2.0NRT,295.31,0.77,N
33.40668,71.93626,315.38,0.34,0.56,2026-08-26,2032,N,VIIRS,n,2.0NRT,295.4,0.93,N
20.78876,85.25801,301.02,0.45,0.47,2026-08-26,2034,N,VIIRS,n,2.0NRT,286.65,1.13,N
20.79303,85.25893,302.21,0.45,0.47,2026-08-26,2034,N,VIIRS,n,2.0NRT,287.06,1.13,N
20.79388,85.25462,303.84,0.45,0.47,2026-08-26,2034,N,VIIRS,n,2.0NRT,286.57,1.13,N
20.86296,84.99215,308.93,0.43,0.46,2026-08-26,2034,N,VIIRS,n,2.0NRT,281.55,2.41,N
20.86377,84.98796,331.05,0.43,0.46,2026-08-26,2034,N,VIIRS,n,2.0NRT,283.25,2.41,N
20.86633,84.99726,302.62,0.43,0.46,2026-08-26,2034,N,VIIRS,n,2.0NRT,282.26,1.86,N
20.86715,84.99306,303.85,0.43,0.46,2026-08-26,2034,N,VIIRS,n,2.0NRT,281.88,2.21,N
22.9245,69.82229,301.64,0.35,0.57,2026-08-26,2034,N,VIIRS,n,2.0NRT,290.12,1.76,N
22.92565,69.82343,303.65,0.35,0.57,2026-08-26,2034,N,VIIRS,n,2.0NRT,290.14,0.67,N
23.12196,70.08334,311.0,0.34,0.56,2026-08-26,2034,N,VIIRS,n,2.0NRT,290.15,1.48,N
23.55976,87.23328,304.51,0.53,0.5,2026-08-26,2034,N,VIIRS,n,2.0NRT,285.34,2.46,N
23.56083,87.22818,300.7,0.53,0.5,2026-08-26,2034,N,VIIRS,n,2.0NRT,280.42,2.21,N
23.61321,86.7896,311.97,0.5,0.49,2026-08-26,2034,N,VIIRS,n,2.0NRT,287.72,3.11,N
23.61457,86.79169,311.36,0.5,0.49,2026-08-26,2034,N,VIIRS,n,2.0NRT,287.95,3.56,N
23.69875,87.09306,301.23,0.52,0.5,2026-08-26,2034,N,VIIRS,n,2.0NRT,285.24,2.02,N
23.79305,86.23392,297.85,0.46,0.47,2026-08-26,2034,N,VIIRS,n,2.0NRT,284.98,3.42,N
23.79604,86.28603,299.33,0.46,0.47,2026-08-26,2034,N,VIIRS,n,2.0NRT,285.08,1.39,N
13.62073,78.48496,299.89,0.4,0.37,2026-08-26,2036,N,VIIRS,n,2.0NRT,281.72,0.4,N
13.70935,79.61942,304.18,0.43,0.38,2026-08-26,2036,N,VIIRS,n,2.0NRT,281.75,0.92,N
13.8324,79.25771,300.63,0.42,0.37,2026-08-26,2036,N,VIIRS,n,2.0NRT,283.62,0.19,N
15.0046,77.00061,310.42,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,292.26,0.69,N
15.01486,79.80273,316.21,0.43,0.38,2026-08-26,2036,N,VIIRS,n,2.0NRT,292.67,4.81,N
15.02314,78.01447,308.69,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,280.87,1.12,N
15.16735,76.6746,304.85,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,285.55,0.5,N
15.16791,76.67098,309.55,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,285.83,1.47,N
15.16815,76.38161,308.5,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,288.52,1.39,N
15.1712,76.69366,302.91,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,287.77,1.32,N
15.17149,76.38216,301.43,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,288.15,0.46,N
15.1731,76.78556,304.39,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,291.16,0.82,N
15.17348,76.65711,311.66,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,287.35,1.0,N
15.17403,76.65352,310.22,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,286.79,1.0,N
15.17453,76.69421,316.22,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,290.04,1.32,N
15.17495,77.10123,306.08,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,287.24,0.81,N
15.17624,76.66125,304.34,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,288.3,1.72,N
15.1768,76.65766,332.51,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,290.69,2.93,N
15.17733,76.67619,328.74,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,292.52,3.51,N
15.17736,76.65406,327.76,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,291.09,2.93,N
15.17826,77.10178,302.31,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,285.43,0.81,N
15.17922,76.67965,309.1,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,291.74,1.91,N
15.18088,76.66885,306.97,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,290.26,2.45,N
15.18143,76.66524,326.3,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,290.26,1.57,N
15.18476,76.64362,304.82,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,289.85,0.6,N
15.18476,76.66579,311.2,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,290.28,1.57,N
15.30111,76.21888,304.95,0.4,0.37,2026-08-26,2036,N,VIIRS,n,2.0NRT,289.96,0.69,N
15.33239,76.28411,306.46,0.4,0.37,2026-08-26,2036,N,VIIRS,n,2.0NRT,287.96,0.93,N
15.68362,78.45876,306.97,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,292.66,0.94,N
16.63467,74.34213,301.82,0.47,0.4,2026-08-26,2036,N,VIIRS,n,2.0NRT,290.9,0.52,N
18.68293,73.03869,308.16,0.39,0.44,2026-08-26,2036,N,VIIRS,n,2.0NRT,291.72,2.52,N
18.68391,73.0312,312.29,0.39,0.44,2026-08-26,2036,N,VIIRS,n,2.0NRT,291.47,2.8,N
18.95733,73.94366,324.36,0.53,0.42,2026-08-26,2036,N,VIIRS,n,2.0NRT,290.0,2.23,N
11.18108,79.10128,303.57,0.43,0.38,2026-08-26,2038,N,VIIRS,n,2.0NRT,285.73,0.43,N
11.2694,80.00464,310.68,0.47,0.4,2026-08-26,2038,N,VIIRS,n,2.0NRT,285.63,1.4,N
11.80979,77.00835,302.99,0.38,0.36,2026-08-26,2038,N,VIIRS,n,2.0NRT,272.49,0.44,N
11.81618,77.91673,315.08,0.4,0.37,2026-08-26,2038,N,VIIRS,n,2.0NRT,286.24,2.03,N
32.29206,70.73114,305.52,0.56,0.69,2026-08-26,2212,N,VIIRS,n,2.0NRT,292.87,2.11,N
32.88802,71.61938,305.79,0.6,0.71,2026-08-26,2212,N,VIIRS,n,2.0NRT,292.02,2.92,N
33.2675,71.31137,320.75,0.57,0.69,2026-08-26,2212,N,VIIRS,n,2.0NRT,291.57,2.25,N
33.27002,71.31249,321.14,0.56,0.69,2026-08-26,2212,N,VIIRS,n,2.0NRT,291.23,2.72,N
7.47004,81.04136,346.12,0.47,0.48,2026-08-27,741,N,VIIRS,n,2.0NRT,296.41,9.14,D
7.60005,81.70477,330.28,0.43,0.46,2026-08-27,741,N,VIIRS,n,2.0NRT,296.53,4.67,D
7.62258,80.95859,334.5,0.48,0.48,2026-08-27,741,N,VIIRS,n,2.0NRT,291.98,1.45,D
7.72983,79.9324,335.01,0.55,0.51,2026-08-27,741,N,VIIRS,n,2.0NRT,289.15,6.21,D
7.93105,81.38248,331.54,0.44,0.46,2026-08-27,741,N,VIIRS,n,2.0NRT,299.2,3.19,D
7.93113,81.2623,347.38,0.45,0.47,2026-08-27,741,N,VIIRS,n,2.0NRT,296.46,8.43,D
7.93412,81.38229,340.78,0.44,0.46,2026-08-27,741,N,VIIRS,n,2.0NRT,299.88,4.3,D
7.93437,81.33264,334.16,0.44,0.46,2026-08-27,741,N,VIIRS,n,2.0NRT,299.4,3.31,D
8.07976,81.34676,341.29,0.44,0.46,2026-08-27,741,N,VIIRS,n,2.0NRT,297.32,3.62,D
8.16389,81.33283,331.58,0.44,0.46,2026-08-27,741,N,VIIRS,n,2.0NRT,297.15,2.9,D
8.18319,81.21323,333.47,0.45,0.47,2026-08-27,741,N,VIIRS,n,2.0NRT,297.42,4.85,D
8.18388,81.21734,335.58,0.45,0.47,2026-08-27,741,N,VIIRS,n,2.0NRT,295.36,3.52,D
8.18817,81.2166,332.07,0.45,0.47,2026-08-27,741,N,VIIRS,n,2.0NRT,296.28,2.87,D
8.39403,81.18223,333.39,0.45,0.47,2026-08-27,741,N,VIIRS,n,2.0NRT,292.71,2.83,D
8.49397,80.63341,341.23,0.48,0.48,2026-08-27,741,N,VIIRS,n,2.0NRT,292.78,4.77,D
8.53706,77.95217,335.66,0.37,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,291.67,2.88,D
8.53767,77.95551,330.37,0.37,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,291.3,2.88,D
8.90006,80.48241,343.34,0.49,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,287.95,5.58,D
8.92234,80.68958,340.84,0.47,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,287.91,5.85,D
8.93558,77.80733,336.01,0.37,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,294.19,2.63,D
9.13009,77.84245,341.07,0.36,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,296.5,4.92,D
9.1307,77.84574,335.59,0.36,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,296.02,4.28,D
9.13252,77.84334,338.51,0.36,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,296.56,3.68,D
9.13851,80.74121,330.75,0.46,0.47,2026-08-27,744,N,VIIRS,n,2.0NRT,296.36,5.95,D
9.20093,77.46384,331.96,0.38,0.59,2026-08-27,744,N,VIIRS,n,2.0NRT,295.68,1.61,D
9.30457,78.81348,334.81,0.62,0.54,2026-08-27,744,N,VIIRS,n,2.0NRT,296.26,0.98,D
9.30486,78.81577,336.81,0.62,0.54,2026-08-27,744,N,VIIRS,n,2.0NRT,296.38,6.54,D
9.38627,80.50593,341.96,0.48,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,296.78,3.62,D
9.4147,80.41617,330.97,0.48,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,295.31,2.19,D
9.42552,80.37328,340.3,0.49,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,295.98,7.33,D
9.45494,80.49021,344.21,0.48,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,295.5,5.54,D
9.91843,77.93557,335.55,0.35,0.56,2026-08-27,744,N,VIIRS,n,2.0NRT,294.03,2.57,D
9.9931,79.18903,333.06,0.57,0.52,2026-08-27,744,N,VIIRS,n,2.0NRT,295.75,1.7,D
10.02469,78.36389,334.84,0.32,0.55,2026-08-27,744,N,VIIRS,n,2.0NRT,295.39,2.55,D
10.28012,78.98431,339.64,0.58,0.52,2026-08-27,744,N,VIIRS,n,2.0NRT,296.95,7.07,D
10.87787,77.24078,330.18,0.37,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,295.55,3.26,D
10.99141,78.89906,338.6,0.57,0.52,2026-08-27,744,N,VIIRS,n,2.0NRT,298.76,10.52,D
11.69187,79.39234,332.69,0.52,0.5,2026-08-27,744,N,VIIRS,n,2.0NRT,295.48,1.98,D
12.19828,79.71751,331.74,0.48,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,293.89,2.89,D
17.64342,74.69589,335.54,0.41,0.61,2026-08-27,746,N,VIIRS,n,2.0NRT,291.34,4.07,D
20.78782,85.26209,335.01,0.39,0.36,2026-08-27,746,N,VIIRS,n,2.0NRT,289.15,1.55,D
20.86458,84.98833,338.21,0.39,0.36,2026-08-27,746,N,VIIRS,n,2.0NRT,293.29,4.15,D
20.884,84.98126,330.65,0.39,0.36,2026-08-27,746,N,VIIRS,n,2.0NRT,295.69,2.97,D
26.63018,70.38756,336.05,0.49,0.65,2026-08-27,748,N,VIIRS,n,2.0NRT,299.79,4.07,D
26.63397,70.38496,340.33,0.49,0.65,2026-08-27,748,N,VIIRS,n,2.0NRT,300.41,3.37,D
27.26775,88.31142,332.2,0.4,0.44,2026-08-27,748,N,VIIRS,n,2.0NRT,278.62,4.19,D
27.73219,68.73432,334.98,0.57,0.69,2026-08-27,748,N,VIIRS,n,2.0NRT,295.92,6.08,D
29.47649,70.75252,330.8,0.4,0.6,2026-08-27,750,N,VIIRS,n,2.0NRT,299.04,2.16,D
29.70477,72.60225,337.54,0.62,0.54,2026-08-27,750,N,VIIRS,n,2.0NRT,293.84,4.11,D
30.60386,74.03584,337.14,0.49,0.48,2026-08-27,750,N,VIIRS,n,2.0NRT,298.61,3.14,D
30.69802,74.17593,330.82,0.48,0.48,2026-08-27,750,N,VIIRS,l,2.0NRT,300.88,3.07,D
31.39647,72.43313,330.38,0.58,0.52,2026-08-27,750,N,VIIRS,n,2.0NRT,298.4,5.73,D
31.39734,72.43457,343.26,0.58,0.52,2026-08-27,750,N,VIIRS,n,2.0NRT,299.32,6.59,D
31.39786,72.4391,334.97,0.58,0.52,2026-08-27,750,N,VIIRS,n,2.0NRT,299.15,5.73,D
31.4112,72.16735,336.49,0.6,0.53,2026-08-27,750,N,VIIRS,n,2.0NRT,298.2,4.74,D
31.45704,72.16631,341.89,0.6,0.53,2026-08-27,750,N,VIIRS,n,2.0NRT,298.62,8.53,D
30.17446,72.42593,335.47,0.78,0.78,2026-08-27,930,N,VIIRS,n,2.0NRT,292.53,7.18,D
30.17456,72.42779,331.62,0.78,0.78,2026-08-27,930,N,VIIRS,n,2.0NRT,292.92,8.86,D
22.24742,87.38844,309.29,0.46,0.39,2026-08-27,2014,N,VIIRS,n,2.0NRT,285.15,1.81,N
22.3576,87.29176,305.77,0.46,0.39,2026-08-27,2014,N,VIIRS,n,2.0NRT,285.89,1.78,N
22.36518,87.3004,323.59,0.46,0.39,2026-08-27,2014,N,VIIRS,n,2.0NRT,287.19,3.88,N
22.3763,87.27986,324.45,0.46,0.39,2026-08-27,2014,N,VIIRS,n,2.0NRT,287.22,3.31,N
22.3771,87.27546,307.83,0.46,0.39,2026-08-27,2014,N,VIIRS,n,2.0NRT,286.36,1.49,N
22.78921,86.19717,327.01,0.41,0.37,2026-08-27,2014,N,VIIRS,n,2.0NRT,278.39,3.24,N
22.79055,86.20983,306.4,0.41,0.37,2026-08-27,2014,N,VIIRS,n,2.0NRT,278.4,1.08,N
23.54881,87.24468,296.44,0.44,0.39,2026-08-27,2014,N,VIIRS,n,2.0NRT,266.9,0.54,N
23.55232,87.24541,308.68,0.44,0.39,2026-08-27,2014,N,VIIRS,n,2.0NRT,275.15,0.54,N
23.55659,87.24186,305.1,0.44,0.38,2026-08-27,2014,N,VIIRS,n,2.0NRT,278.17,1.94,N
23.56009,87.24259,308.29,0.44,0.38,2026-08-27,2014,N,VIIRS,n,2.0NRT,278.93,1.94,N
23.56085,87.2383,327.01,0.44,0.38,2026-08-27,2014,N,VIIRS,n,2.0NRT,278.76,1.94,N
23.66214,87.15569,314.34,0.44,0.38,2026-08-27,2014,N,VIIRS,n,2.0NRT,274.6,2.08,N
23.66489,87.16066,304.31,0.44,0.38,2026-08-27,2014,N,VIIRS,n,2.0NRT,275.89,0.75,N
23.68629,87.12115,295.74,0.44,0.38,2026-08-27,2014,N,VIIRS,n,2.0NRT,261.37,0.41,N
23.69652,85.29062,304.11,0.39,0.36,2026-08-27,2014,N,VIIRS,n,2.0NRT,279.36,0.74,N
23.84105,85.30284,296.4,0.39,0.36,2026-08-27,2014,N,VIIRS,n,2.0NRT,270.04,0.35,N
25.81079,88.8863,303.34,0.49,0.4,2026-08-27,2014,N,VIIRS,n,2.0NRT,286.07,3.4,N
29.08417,88.0132,300.12,0.42,0.37,2026-08-27,2014,N,VIIRS,n,2.0NRT,280.25,1.48,N
29.457,76.86609,334.4,0.61,0.53,2026-08-27,2014,N,VIIRS,n,2.0NRT,289.84,7.66,N
29.90909,74.95557,306.55,0.4,0.6,2026-08-27,2014,N,VIIRS,n,2.0NRT,292.96,2.25,N
29.9094,74.95135,321.57,0.4,0.6,2026-08-27,2014,N,VIIRS,n,2.0NRT,293.15,13.61,N
29.90971,74.94712,350.51,0.4,0.6,2026-08-27,2014,N,VIIRS,n,2.0NRT,294.75,13.61,N
29.91002,74.94289,346.19,0.4,0.6,2026-08-27,2014,N,VIIRS,n,2.0NRT,292.71,12.52,N
29.91033,74.93867,305.44,0.4,0.6,2026-08-27,2014,N,VIIRS,n,2.0NRT,292.26,12.52,N
29.91498,74.95193,306.17,0.4,0.6,2026-08-27,2014,N,VIIRS,n,2.0NRT,293.0,1.59,N
29.91529,74.9477,308.09,0.4,0.6,2026-08-27,2014,N,VIIRS,n,2.0NRT,292.96,1.59,N
