event_id,facility_id,spatial_group,dist_to_facility,facility_category_encoded,peak_frp_mw,mean_frp_mw,frp_variance,max_brightness_k,duration_hours,day_night_ratio,historical_active_days_90d,historical_peak_frp,pct_cropland,pct_forest,pct_urban,is_industrial_zone,label,tier,label_source,label_confidence
TA-INDFIRE-000,FAC-MAH-TROMBAY-01,GRP_MAH_01,59.64419807246048,1,322.90036038928815,180.04249658003778,2617.1785674494417,463.12142567632213,43.14808054671804,0.33477553305176644,6,6.430220576680261,0.009369523986159246,0.018612871471259167,0.8505046822624951,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-001,FAC-HAR-PANIPAT-01,GRP_HAR_01,369.92520647566755,1,647.1500386792876,374.6895957649461,888.4760838363339,450.4435241620068,39.424370550502196,0.3025995038712244,2,36.41627277447021,0.03402505165179919,0.012438359984942525,0.9393032680516953,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-002,FAC-CHH-KORBA-01,GRP_CHH_01,197.44534358792995,3,413.6371150512968,262.18252519320015,1302.2516703045533,403.3555257471919,4.955269931539373,0.48376995186873695,1,48.790209379071676,0.03785343772083535,0.04416325050185816,0.9073511660632487,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-003,FAC-CHH-BHILAI-01,GRP_CHH_02,1045.5735792833202,4,694.4546383259088,72.72375211167564,913.4592234326819,406.9612547223055,6.590638961563237,0.39311635454441207,1,22.105680126762476,0.04534103023684355,0.06672883413126003,0.7406635242890212,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-004,FAC-CHH-BHILAI-01,GRP_CHH_02,388.97004992710555,4,315.935816072483,611.6760255660589,2320.918540576088,453.3239958217133,10.701239168914364,0.5916507191801397,2,25.801709533300208,0.0269947826784278,0.07403129436969742,0.8720404896083283,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-005,FAC-ODI-ROURKELA-01,GRP_ODI_03,1237.0364380169262,4,814.0669109641852,514.4799464854782,917.3110410797497,369.6545353660855,17.195387162658687,0.4070963503902811,3,46.09112558834953,0.05671800514785023,0.057433141657518075,0.7531566360135351,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-006,FAC-KAR-BELLARY-01,GRP_KAR_01,721.2029433932858,4,876.0836651255702,322.60537081537626,1037.3485577684758,400.7609886156276,28.261566037341787,0.40509664340917406,9,24.279522228256084,0.058353292494565626,0.028959715497088877,0.9493314444972902,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-007,FAC-MAH-CHANDRAPUR-01,GRP_MAH_02,924.5044342124892,2,163.6366415303317,73.50540713196442,517.3245866747081,455.97967604694804,38.643571396333385,0.4688639867198736,1,22.314529025352503,0.059588842836112814,0.03744399102277418,0.7628535299954533,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-008,FAC-HAR-PANIPAT-01,GRP_HAR_01,1551.491768488579,1,94.93108398053899,481.03670071291776,2433.7297362390254,442.8606979092753,15.007133547864425,0.5563847194319231,1,18.207505789134174,0.015815775434466973,0.0002596252881383432,0.8805230153274777,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-009,FAC-JHK-JAMSHEDPUR-01,GRP_JHK_01,1749.820256483154,4,744.097302180036,352.1474131356168,506.47625637231164,455.6685280671305,40.87512066776102,0.5030651527910537,3,11.877767084733566,0.07625108000751513,0.043150322409570056,0.8946566196576395,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-010,FAC-PUN-BATHINDA-01,GRP_PUN_01,1654.5108874963285,1,603.0870655580981,340.6064533575135,524.7568798249985,417.6322112412354,47.339462052471546,0.6227099219188514,3,7.60663249223844,0.08780095992040406,0.07575595562383952,0.7214133630169697,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-011,FAC-KAR-BELLARY-01,GRP_KAR_01,1471.601507354858,4,930.9565870308941,367.287232565357,571.2977135934784,460.66386929836824,45.60819058672459,0.36605078358965104,8,44.25948684883659,0.042313794020088696,0.016943856435366566,0.8348240221948645,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-012,FAC-ODI-JHARSUGUDA-01,GRP_ODI_02,1287.6139164821325,3,430.1283394977762,451.37061058116126,1400.9586834731342,495.44404227322707,23.316876362600837,0.39916224546640316,1,20.213850296635492,0.05883087184572333,0.01840917860772616,0.7550543461128898,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-013,FAC-GUJ-DAHEJ-01,GRP_GUJ_03,1278.4960895889906,1,135.92580834801973,85.77719850673603,255.23340947761076,412.9121309166723,26.13702539138651,0.41139090558581876,7,14.640656331669737,0.0132311848725025,0.07484113924645368,0.842760773331321,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-014,FAC-KAR-BELLARY-01,GRP_KAR_01,448.7500776763683,4,494.12159564707355,291.27127669899164,465.9914182478054,460.5524986796261,18.943390496529922,0.4644409104198952,0,35.30140462819857,0.09841652113659662,0.00787342969215671,0.8006553205255671,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-015,FAC-CHH-KORBA-01,GRP_CHH_01,1444.0576318881324,3,179.51771289175548,160.9119936457007,1946.5572755996536,385.3264330787423,11.256961610425497,0.4850512273603869,1,24.940883527405564,0.08613491047618306,0.044026024995987845,0.7126470823812203,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-016,FAC-HAR-PANIPAT-01,GRP_HAR_01,1507.309239367714,1,923.1817625513098,605.4520247199172,2993.130710287923,389.11511103756754,24.853850645282332,0.38549891967967265,6,45.60992894797469,0.016463712140152686,0.00017243026811411433,0.7976054393969533,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-017,FAC-TN-TUTICORIN-01,GRP_TN_02,524.1698736702526,2,687.5516506141406,486.95571703635693,2774.261120422362,460.97134023285804,24.900213524444826,0.37595914690705484,3,48.59192142361215,0.057918029081625626,0.04337561610994194,0.886993890094766,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-018,FAC-GUJ-HAZIRA-01,GRP_GUJ_02,104.50407201615711,1,497.4220672992287,601.2292141534056,1929.2725531563133,373.2475390606593,25.852282364703832,0.6405370181376485,1,31.776579790251244,0.06752125536040902,0.018816311600074496,0.7299716534867811,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-019,FAC-ODI-ROURKELA-01,GRP_ODI_03,1048.3705176503709,4,119.3765378800407,94.59996032439966,2352.2001009829505,446.957903957393,17.23664306895272,0.4043062782414531,10,37.22863103552367,0.023868595261584604,0.03166286774330036,0.8679225557399928,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-020,FAC-JHK-BOKARO-01,GRP_JHK_02,831.1458620382568,4,888.6008569252698,611.1192439041181,181.20678056222545,455.06809204649846,28.334714053752574,0.33999249956983535,8,14.591944052016817,0.026520041475040137,0.07466075023949673,0.9202160434216098,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-021,FAC-ODI-ROURKELA-01,GRP_ODI_03,674.6058533989078,4,221.45100998900566,549.4156975570833,2506.8587490426926,453.6932760302628,47.42548786341769,0.561590527084293,0,35.05384416706626,0.055460228248967784,0.07454048315488619,0.7258966254795528,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-022,FAC-MAH-CHANDRAPUR-01,GRP_MAH_02,487.0716698545229,2,854.6014915599384,494.1620938085042,670.750497746218,405.8546593613947,12.478334466312438,0.43715211511730345,10,33.54070814982859,0.026398390163040943,0.03908254817195012,0.9263341227698307,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-023,FAC-GUJ-HAZIRA-01,GRP_GUJ_02,179.75276486722916,1,451.3930432676233,212.39153550321225,161.87805844407072,476.81228733784593,31.670101978562084,0.40478210497373923,7,29.825618950687605,0.04276869189806794,0.0007735759686671972,0.7188109650184418,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-024,FAC-MAH-CHANDRAPUR-01,GRP_MAH_02,988.8786662318573,2,806.9246922014045,397.4182877263254,646.1141816510669,383.47960029591013,16.871625746856015,0.659592595497036,0,45.45160864369136,0.021007653833975404,0.019962379137833955,0.7256984054179464,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-025,FAC-HAR-PANIPAT-01,GRP_HAR_01,1593.180442090051,1,436.516442204781,420.50021364118123,667.7536834128855,499.8327472755828,41.90725632989838,0.6904824131723851,2,44.6637292098496,0.0024786361898188726,0.05892515774040657,0.7830463669866071,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-026,FAC-TN-MANALI-01,GRP_TN_01,1446.989723002793,1,832.4153845446167,535.5033365275053,1043.7991271414812,479.1693038246433,7.86430318813307,0.6488667131624358,7,15.0095172895549,0.0816586605596929,0.03682425877431537,0.7762977168346501,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-027,FAC-ODI-ROURKELA-01,GRP_ODI_03,412.918531762369,4,655.928703077564,286.07191703169406,1083.320254427063,375.0660094261089,37.79969868481624,0.4404584516331009,8,22.98552729620274,0.09811496871982602,0.04289725859829775,0.9348092850811789,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-028,FAC-MAH-TROMBAY-01,GRP_MAH_01,1580.513564662375,1,310.9511448775318,396.25678891191825,3444.894419158342,370.5472936162231,29.84570647444851,0.43827484467192007,5,24.637724774177357,0.098423584931659,0.009251662722346437,0.9248761832277999,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-029,FAC-ODI-JHARSUGUDA-01,GRP_ODI_02,469.6796734573688,3,698.0992705165576,46.02322332227083,3250.676804421927,443.0755395784548,35.37434996151805,0.5967800311357906,10,13.866580809578046,0.04312973996249869,0.07590995887770514,0.93019271405451,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-030,FAC-CHH-KORBA-01,GRP_CHH_01,1199.1466451339966,3,192.8008980496781,589.5283352337403,1848.8603885181517,461.6994710953308,17.678230718582995,0.5788833656777597,8,10.727950957661895,0.042044633377290835,0.07522909365841464,0.8693294863181832,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-031,FAC-ODI-PARADEEP-01,GRP_ODI_01,1113.6941249732142,1,345.321641499214,376.5020139470974,151.35989798591322,406.6024889459944,22.344966749542557,0.5319939124782728,10,19.501215338144217,0.044178601683795296,0.05405017865520799,0.8277934992186468,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-032,FAC-ODI-PARADEEP-01,GRP_ODI_01,1191.0485798221828,1,330.47524031896876,446.6315709645242,2224.523697963958,378.5411440109566,45.839984810361386,0.39394743941067356,4,15.108829969877972,0.019912993272657664,0.001954031018146107,0.7612106360195875,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-033,FAC-KAR-BELLARY-01,GRP_KAR_01,1106.124041913314,4,749.7432782351704,320.52678186995394,3118.558645320788,448.47228041435113,35.325566197454485,0.4535913869571005,6,15.979299781029749,0.0656058011111784,0.0004435854510425408,0.8877411191546182,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-034,FAC-MAH-TROMBAY-01,GRP_MAH_01,1404.4804260796752,1,274.2975833426563,531.4864629847516,2481.3044509675983,432.35973326326655,28.08326073150279,0.666988005782176,1,25.540782146157763,0.08014166017222646,0.05340621860690825,0.9469731132666119,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-035,FAC-CHH-KORBA-01,GRP_CHH_01,1710.8207010710335,3,856.083425826028,415.6546552708665,2559.5677702744897,438.1928338995383,40.375612637463675,0.5191487802443313,2,38.46449489718132,0.047467443682305335,0.020735323877201547,0.7618099343774148,1,IND_FIRE,TIER_A,weak_rule,0.88
TA-INDFIRE-036,FAC-JHK-JAMSHEDPUR-01,GRP_JHK_01,1381.9774264704404,4,535.9243380962046,424.18280437397766,1069.9014471737532,376.2350863103867,15.857766788841863,0.4086860428328738,5,45.18620747556426,0.008057765765766845,0.012066452641046927,0.7957588231078345,1,IND_FIRE,TIER_A,weak_rule,0.88
